order_id,order_date,store_id,sku,product_name,category,qty,unit_price,currency,customer_id,payment_method
O-902048,2026-09-04,S-02,SKU-3,Milk,Dairy,9,2.20,USD,C-0048,cash
O-902049,2026-09-05,S-03,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0049,card
O-902050,2026-09-06,S-01,SKU-5,Coffee,Beverages,5,8.99,GBP,C-0050,cash
O-902051,2026-09-07,S-02,SKU-1,Apple,Produce,2,1.50,USD,C-0051,card
O-902052,2026-09-08,S-03,SKU-2,Bread,Bakery,3,3.00,USD,C-0052,cash
O-902053,2026-09-09,S-01,SKU-3,Milk,Dairy,5,2.20,USD,C-0053,card
O-902054,2026-09-10,S-02,SKU-4,Eggs,Dairy,8,0.35,EUR,C-0054,cash
O-902055,2026-09-11,S-03,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0055,card
O-902056,2026-09-12,S-01,SKU-1,Apple,Produce,3,1.50,USD,C-0056,cash
O-902057,2026-09-13,S-02,SKU-2,Bread,Bakery,7,3.00,USD,C-0057,card
O-902058,2026-09-14,S-03,SKU-3,Milk,Dairy,2,2.20,USD,C-0058,cash
O-902059,2026-09-15,S-01,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0059,card
O-902060,2026-09-16,S-02,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0060,bitcoin
O-902061,2026-09-17,S-03,SKU-1,Apple,Produce,6,1.50,USD,C-0061,card
O-902062,2026-09-18,S-01,SKU-2,Bread,Bakery,1,3.00,USD,C-0062,cash
O-902063,2026-09-19,S-02,SKU-3,Milk,Dairy,7,2.20,USD,C-0063,card
O-902064,2026-09-20,S-03,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0064,cash
O-902065,2026-09-21,S-01,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0065,card
O-902066,2026-09-22,S-02,SKU-1,Apple,Produce,9,1.50,USD,C-0066,cash
O-902067,2026-09-23,S-03,SKU-2,Bread,Bakery,6,3.00,USD,C-0067,card
O-902068,2026-09-24,S-01,SKU-3,Milk,Dairy,4,2.20,USD,C-0068,cash
O-902069,2026-09-25,S-02,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0069,card
O-902070,2026-09-26,S-03,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0070,cash
O-902071,2026-09-27,S-01,SKU-1,Apple,Produce,6,1.50,USD,C-0071,card
O-902072,2026-09-28,S-02,SKU-2,Bread,Bakery,4,3.00,USD,C-0072,cash
O-902073,2026-09-01,S-03,SKU-3,Milk,Dairy,1,2.20,USD,C-0073,card
O-902074,2026-09-02,S-01,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0074,cash
O-902075,2026-09-03,S-02,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0075,card
O-902076,2026-09-04,S-03,SKU-1,Apple,Produce,12,1.50,USD,C-0076,cash
O-902077,2026-09-05,S-01,SKU-2,Bread,Bakery,11,3.00,USD,C-0077,card
O-902078,2026-09-06,S-02,SKU-3,Milk,Dairy,6,2.20,USD,C-0078,cash
O-902079,2026-09-07,S-03,SKU-4,Eggs,Dairy,3,0.35,EUR,C-0079,card
O-902080,2026-09-08,S-01,SKU-5,Coffee,Beverages,0,8.99,GBP,C-0080,cash
O-902081,2026-09-09,S-02,SKU-1,Apple,Produce,1,1.50,USD,C-0081,card
O-902082,2026-09-10,S-03,SKU-2,Bread,Bakery,5,3.00,USD,C-0082,cash
O-902083,2026-09-11,S-01,SKU-3,Milk,Dairy,8,2.20,USD,C-0083,card
O-902084,2026-09-12,S-02,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0084,cash
O-902085,2026-09-13,S-03,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0085,card
O-902086,2026-09-14,S-01,SKU-1,Apple,Produce,12,1.50,USD,C-0086,cash
O-902087,2026-09-15,S-02,SKU-2,Bread,Bakery,8,3.00,USD,C-0087,card
O-902088,2026-09-16,S-03,SKU-3,Milk,Dairy,8,2.20,USD,C-0088,cash
O-902089,2026-09-17,S-01,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0089,card
O-902090,2026-09-18,S-02,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0090,cash
O-902091,2026-09-19,S-03,SKU-1,Apple,Produce,2,1.50,USD,C-0091,card
O-902092,2026-09-20,S-01,SKU-2,Bread,Bakery,1,3.00,USD,C-0092,cash
O-902093,2026-09-21,S-02,SKU-3,Milk,Dairy,5,2.20,USD,C-0093,card
O-902094,2026-09-22,S-03,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0094,cash
O-902095,2026-09-23,S-01,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0095,card
O-902096,2026-09-24,S-02,SKU-1,Apple,Produce,9,1.50,USD,C-0096,cash
O-902097,2026-09-25,S-03,SKU-2,Bread,Bakery,12,3.00,USD,C-0097,card
O-902098,2026-09-26,S-01,SKU-3,Milk,Dairy,10,2.20,USD,C-0098,cash
O-902099,2026-09-27,S-02,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0099,card
O-902100,bad-date,S-03,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0100,cash
O-902101,2026-09-01,S-01,SKU-1,Apple,Produce,2,1.50,USD,C-0101,card
O-902102,2026-09-02,S-02,SKU-2,Bread,Bakery,5,3.00,USD,C-0102,cash
O-902103,2026-09-03,S-03,SKU-3,Milk,Dairy,4,2.20,USD,C-0103,card
O-902104,2026-09-04,S-01,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0104,cash
O-902105,2026-09-05,S-02,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0105,card
O-902106,2026-09-06,S-03,SKU-1,Apple,Produce,1,1.50,USD,C-0106,cash
O-902107,2026-09-07,S-01,SKU-2,Bread,Bakery,4,3.00,USD,C-0107,card
O-902108,2026-09-08,S-02,SKU-3,Milk,Dairy,7,2.20,USD,C-0108,cash
O-902109,2026-09-09,S-03,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0109,card
O-902110,2026-09-10,S-01,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0110,cash
O-902111,2026-09-11,S-02,SKU-1,Apple,Produce,8,1.50,USD,C-0111,card
O-902112,2026-09-12,S-03,SKU-2,Bread,Bakery,2,3.00,USD,C-0112,cash
O-902113,2026-09-13,S-01,SKU-3,Milk,Dairy,2,2.20,USD,C-0113,card
O-902114,2026-09-14,S-02,SKU-4,Eggs,Dairy,8,0.35,EUR,C-0114,cash
O-902115,2026-09-15,S-03,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0115,card
O-902116,2026-09-16,S-01,SKU-1,Apple,Produce,9,1.50,USD,C-0116,cash
O-902117,2026-09-17,S-02,SKU-2,Bread,Bakery,1,3.00,USD,C-0117,card
O-902118,2026-09-18,S-03,SKU-3,Milk,Dairy,11,2.20,USD,C-0118,cash
O-902119,2026-09-19,S-01,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0119,card
O-902120,2026-09-20,S-02,SKU-5,Coffee,Beverages,-3,8.99,GBP,C-0120,cash
O-902121,2026-09-21,S-03,SKU-1,Apple,Produce,4,1.50,USD,C-0121,card
O-902122,2026-09-22,S-01,SKU-2,Bread,Bakery,12,3.00,USD,C-0122,cash
O-902123,2026-09-23,S-02,SKU-3,Milk,Dairy,3,2.20,USD,C-0123,card
O-902124,2026-09-24,S-03,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0124,cash
O-902125,2026-09-25,S-01,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0125,card
O-902126,2026-09-26,S-02,SKU-1,Apple,Produce,1,1.50,USD,C-0126,cash
O-902127,2026-09-27,S-03,SKU-2,Bread,Bakery,10,3.00,USD,C-0127,card
O-902128,2026-09-28,S-01,SKU-3,Milk,Dairy,6,2.20,USD,C-0128,cash
O-902129,2026-09-01,S-02,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0129,card
O-902130,2026-09-02,S-03,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0130,cash
O-902131,2026-09-03,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0131,card
O-902132,2026-09-04,S-02,SKU-2,Bread,Bakery,3,3.00,USD,C-0132,cash
O-902133,2026-09-05,S-03,SKU-3,Milk,Dairy,11,2.20,USD,C-0133,card
O-902134,2026-09-06,S-01,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0134,cash
O-902135,2026-09-07,S-02,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0135,card
O-902136,2026-09-08,S-03,SKU-1,Apple,Produce,9,1.50,USD,C-0136,cash
O-902137,2026-09-09,S-01,SKU-2,Bread,Bakery,6,3.00,USD,C-0137,card
O-902138,2026-09-10,S-02,SKU-3,Milk,Dairy,2,2.20,USD,C-0138,cash
O-902139,2026-09-11,S-03,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0139,card
O-902140,2026-09-12,S-01,SKU-999,Coffee,Beverages,9,8.99,GBP,C-0140,cash
O-902141,2026-09-13,S-02,SKU-1,Apple,Produce,9,1.50,USD,C-0141,card
O-902142,2026-09-14,S-03,SKU-2,Bread,Bakery,9,3.00,USD,C-0142,cash
O-902143,2026-09-15,S-01,SKU-3,Milk,Dairy,9,2.20,USD,C-0143,card
O-902144,2026-09-16,S-02,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0144,cash
O-902145,2026-09-17,S-03,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0145,card
O-902146,2026-09-18,S-01,SKU-1,Apple,Produce,8,1.50,USD,C-0146,cash
O-902147,2026-09-19,S-02,SKU-2,Bread,Bakery,1,3.00,USD,C-0147,card
O-902148,2026-09-20,S-03,SKU-3,Milk,Dairy,11,2.20,USD,C-0148,cash
O-902149,2026-09-21,S-01,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0149,card
O-902150,2026-09-22,S-02,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0150,cash
O-902151,2026-09-23,S-03,SKU-1,Apple,Produce,5,1.50,USD,C-0151,card
O-902152,2026-09-24,S-01,SKU-2,Bread,Bakery,12,3.00,USD,C-0152,cash
O-902153,2026-09-25,S-02,SKU-3,Milk,Dairy,1,2.20,USD,C-0153,card
O-902154,2026-09-26,S-03,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0154,cash
O-902155,2026-09-27,S-01,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0155,card
O-902156,2026-09-28,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0156,cash
O-902157,2026-09-01,S-03,SKU-2,Bread,Bakery,4,3.00,USD,C-0157,card
O-902158,2026-09-02,S-01,SKU-3,Milk,Dairy,12,2.20,USD,C-0158,cash
O-902159,2026-09-03,S-02,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0159,card
O-902160,2026-09-04,S-03,SKU-5,Coffee,Beverages,11,,GBP,C-0160,cash
O-902161,2026-09-05,S-01,SKU-1,Apple,Produce,2,1.50,USD,C-0161,card
O-902162,2026-09-06,S-02,SKU-2,Bread,Bakery,10,3.00,USD,C-0162,cash
O-902163,2026-09-07,S-03,SKU-3,Milk,Dairy,12,2.20,USD,C-0163,card
O-902164,2026-09-08,S-01,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0164,cash
O-902165,2026-09-09,S-02,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0165,card
O-902166,2026-09-10,S-03,SKU-1,Apple,Produce,1,1.50,USD,C-0166,cash
O-902167,2026-09-11,S-01,SKU-2,Bread,Bakery,6,3.00,USD,C-0167,card
O-902168,2026-09-12,S-02,SKU-3,Milk,Dairy,9,2.20,USD,C-0168,cash
O-902169,2026-09-13,S-03,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0169,card
O-902170,2026-09-14,S-01,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0170,cash
O-902171,2026-09-15,S-02,SKU-1,Apple,Produce,3,1.50,USD,C-0171,card
O-902172,2026-09-16,S-03,SKU-2,Bread,Bakery,11,3.00,USD,C-0172,cash
O-902173,2026-09-17,S-01,SKU-3,Milk,Dairy,8,2.20,USD,C-0173,card
O-902174,2026-09-18,S-02,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0174,cash
O-902175,2026-09-19,S-03,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0175,card
O-902176,2026-09-20,S-01,SKU-1,Apple,Produce,11,1.50,USD,C-0176,cash
O-902177,2026-09-21,S-02,SKU-2,Bread,Bakery,3,3.00,USD,C-0177,card
O-902178,2026-09-22,S-03,SKU-3,Milk,Dairy,3,2.20,USD,C-0178,cash
O-902179,2026-09-23,S-01,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0179,card
,2026-09-24,S-02,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0180,cash
O-902181,2026-09-25,S-03,SKU-1,Apple,Produce,8,1.50,USD,C-0181,card
O-902182,2026-09-26,S-01,SKU-2,Bread,Bakery,1,3.00,USD,C-0182,cash
O-902183,2026-09-27,S-02,SKU-3,Milk,Dairy,5,2.20,USD,C-0183,card
O-902184,2026-09-28,S-03,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0184,cash
O-902185,2026-09-01,S-01,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0185,card
O-902186,2026-09-02,S-02,SKU-1,Apple,Produce,4,1.50,USD,C-0186,cash
O-902187,2026-09-03,S-03,SKU-2,Bread,Bakery,1,3.00,USD,C-0187,card
O-902188,2026-09-04,S-01,SKU-3,Milk,Dairy,6,2.20,USD,C-0188,cash
O-902189,2026-09-05,S-02,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0189,card
O-902190,2026-09-06,S-03,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0190,cash
O-902191,2026-09-07,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0191,card
O-902192,2026-09-08,S-02,SKU-2,Bread,Bakery,9,3.00,USD,C-0192,cash
O-902193,2026-09-09,S-03,SKU-3,Milk,Dairy,8,2.20,USD,C-0193,card
O-902194,2026-09-10,S-01,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0194,cash
O-902195,2026-09-11,S-02,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0195,card
O-902196,2026-09-12,S-03,SKU-1,Apple,Produce,11,1.50,USD,C-0196,cash
O-902197,2026-09-13,S-01,SKU-2,Bread,Bakery,4,3.00,USD,C-0197,card
O-902198,2026-09-14,S-02,SKU-3,Milk,Dairy,5,2.20,USD,C-0198,cash
O-902199,2026-09-15,S-03,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0199,card
O-902200,2026-09-16,S-01,SKU-5,Coffee,Beverages,1,8.99,XYZ,C-0200,cash
O-902201,2026-09-17,S-02,SKU-1,Apple,Produce,11,1.50,USD,C-0201,card
O-902202,2026-09-18,S-03,SKU-2,Bread,Bakery,6,3.00,USD,C-0202,cash
O-902203,2026-09-19,S-01,SKU-3,Milk,Dairy,5,2.20,USD,C-0203,card
O-902204,2026-09-20,S-02,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0204,cash
O-902205,2026-09-21,S-03,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0205,card
O-902206,2026-09-22,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0206,cash
O-902207,2026-09-23,S-02,SKU-2,Bread,Bakery,7,3.00,USD,C-0207,card
O-902208,2026-09-24,S-03,SKU-3,Milk,Dairy,12,2.20,USD,C-0208,cash
O-902209,2026-09-25,S-01,SKU-4,Eggs,Dairy,8,0.35,EUR,C-0209,card
O-902210,2026-09-26,S-02,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0210,cash
O-902211,2026-09-27,S-03,SKU-1,Apple,Produce,6,1.50,USD,C-0211,card
O-902212,2026-09-28,S-01,SKU-2,Bread,Bakery,3,3.00,USD,C-0212,cash
O-902213,2026-09-01,S-02,SKU-3,Milk,Dairy,8,2.20,USD,C-0213,card
O-902214,2026-09-02,S-03,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0214,cash
O-902215,2026-09-03,S-01,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0215,card
O-902216,2026-09-04,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0216,cash
O-902217,2026-09-05,S-03,SKU-2,Bread,Bakery,9,3.00,USD,C-0217,card
O-902218,2026-09-06,S-01,SKU-3,Milk,Dairy,5,2.20,USD,C-0218,cash
O-902219,2026-09-07,S-02,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0219,card
O-902220,2026-09-08,S-03,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0220,bitcoin
O-902221,2026-09-09,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0221,card
O-902222,2026-09-10,S-02,SKU-2,Bread,Bakery,2,3.00,USD,C-0222,cash
O-902223,2026-09-11,S-03,SKU-3,Milk,Dairy,7,2.20,USD,C-0223,card
O-902224,2026-09-12,S-01,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0224,cash
O-902225,2026-09-13,S-02,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0225,card
O-902226,2026-09-14,S-03,SKU-1,Apple,Produce,9,1.50,USD,C-0226,cash
O-902227,2026-09-15,S-01,SKU-2,Bread,Bakery,5,3.00,USD,C-0227,card
O-902228,2026-09-16,S-02,SKU-3,Milk,Dairy,6,2.20,USD,C-0228,cash
O-902229,2026-09-17,S-03,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0229,card
O-902230,2026-09-18,S-01,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0230,cash
O-902231,2026-09-19,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0231,card
O-902232,2026-09-20,S-03,SKU-2,Bread,Bakery,11,3.00,USD,C-0232,cash
O-902233,2026-09-21,S-01,SKU-3,Milk,Dairy,5,2.20,USD,C-0233,card
O-902234,2026-09-22,S-02,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0234,cash
O-902235,2026-09-23,S-03,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0235,card
O-902236,2026-09-24,S-01,SKU-1,Apple,Produce,10,1.50,USD,C-0236,cash
O-902237,2026-09-25,S-02,SKU-2,Bread,Bakery,12,3.00,USD,C-0237,card
O-902238,2026-09-26,S-03,SKU-3,Milk,Dairy,7,2.20,USD,C-0238,cash
O-902239,2026-09-27,S-01,SKU-4,Eggs,Dairy,3,0.35,EUR,C-0239,card
O-902240,2026-09-28,S-02,SKU-5,Coffee,Beverages,0,8.99,GBP,C-0240,cash
O-902241,2026-09-01,S-03,SKU-1,Apple,Produce,8,1.50,USD,C-0241,card
O-902242,2026-09-02,S-01,SKU-2,Bread,Bakery,6,3.00,USD,C-0242,cash
O-902243,2026-09-03,S-02,SKU-3,Milk,Dairy,8,2.20,USD,C-0243,card
O-902244,2026-09-04,S-03,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0244,cash
O-902245,2026-09-05,S-01,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0245,card
O-902246,2026-09-06,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0246,cash
O-902247,2026-09-07,S-03,SKU-2,Bread,Bakery,10,3.00,USD,C-0247,card
O-902248,2026-09-08,S-01,SKU-3,Milk,Dairy,7,2.20,USD,C-0248,cash
O-902249,2026-09-09,S-02,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0249,card
O-902250,2026-09-10,S-03,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0250,cash
O-902251,2026-09-11,S-01,SKU-1,Apple,Produce,1,1.50,USD,C-0251,card
O-902252,2026-09-12,S-02,SKU-2,Bread,Bakery,2,3.00,USD,C-0252,cash
O-902253,2026-09-13,S-03,SKU-3,Milk,Dairy,11,2.20,USD,C-0253,card
O-902254,2026-09-14,S-01,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0254,cash
O-902255,2026-09-15,S-02,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0255,card
O-902256,2026-09-16,S-03,SKU-1,Apple,Produce,6,1.50,USD,C-0256,cash
O-902257,2026-09-17,S-01,SKU-2,Bread,Bakery,9,3.00,USD,C-0257,card
O-902258,2026-09-18,S-02,SKU-3,Milk,Dairy,12,2.20,USD,C-0258,cash
O-902259,2026-09-19,S-03,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0259,card
O-902260,bad-date,S-01,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0260,cash
O-902261,2026-09-21,S-02,SKU-1,Apple,Produce,1,1.50,USD,C-0261,card
O-902262,2026-09-22,S-03,SKU-2,Bread,Bakery,3,3.00,USD,C-0262,cash
O-902263,2026-09-23,S-01,SKU-3,Milk,Dairy,10,2.20,USD,C-0263,card
O-902264,2026-09-24,S-02,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0264,cash
O-902265,2026-09-25,S-03,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0265,card
O-902266,2026-09-26,S-01,SKU-1,Apple,Produce,1,1.50,USD,C-0266,cash
O-902267,2026-09-27,S-02,SKU-2,Bread,Bakery,3,3.00,USD,C-0267,card
O-902268,2026-09-28,S-03,SKU-3,Milk,Dairy,2,2.20,USD,C-0268,cash
O-902269,2026-09-01,S-01,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0269,card
O-902270,2026-09-02,S-02,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0270,cash
O-902271,2026-09-03,S-03,SKU-1,Apple,Produce,6,1.50,USD,C-0271,card
O-902272,2026-09-04,S-01,SKU-2,Bread,Bakery,6,3.00,USD,C-0272,cash
O-902273,2026-09-05,S-02,SKU-3,Milk,Dairy,7,2.20,USD,C-0273,card
O-902274,2026-09-06,S-03,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0274,cash
O-902275,2026-09-07,S-01,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0275,card
O-902276,2026-09-08,S-02,SKU-1,Apple,Produce,10,1.50,USD,C-0276,cash
O-902277,2026-09-09,S-03,SKU-2,Bread,Bakery,3,3.00,USD,C-0277,card
O-902278,2026-09-10,S-01,SKU-3,Milk,Dairy,11,2.20,USD,C-0278,cash
O-902279,2026-09-11,S-02,SKU-4,Eggs,Dairy,8,0.35,EUR,C-0279,card
O-902280,2026-09-12,S-03,SKU-5,Coffee,Beverages,-3,8.99,GBP,C-0280,cash
O-902281,2026-09-13,S-01,SKU-1,Apple,Produce,6,1.50,USD,C-0281,card
O-902282,2026-09-14,S-02,SKU-2,Bread,Bakery,8,3.00,USD,C-0282,cash
O-902283,2026-09-15,S-03,SKU-3,Milk,Dairy,2,2.20,USD,C-0283,card
O-902284,2026-09-16,S-01,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0284,cash
O-902285,2026-09-17,S-02,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0285,card
O-902286,2026-09-18,S-03,SKU-1,Apple,Produce,9,1.50,USD,C-0286,cash
O-902287,2026-09-19,S-01,SKU-2,Bread,Bakery,6,3.00,USD,C-0287,card
O-902288,2026-09-20,S-02,SKU-3,Milk,Dairy,7,2.20,USD,C-0288,cash
O-902289,2026-09-21,S-03,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0289,card
O-902290,2026-09-22,S-01,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0290,cash
O-902291,2026-09-23,S-02,SKU-1,Apple,Produce,5,1.50,USD,C-0291,card
O-902292,2026-09-24,S-03,SKU-2,Bread,Bakery,4,3.00,USD,C-0292,cash
O-902293,2026-09-25,S-01,SKU-3,Milk,Dairy,2,2.20,USD,C-0293,card
O-902294,2026-09-26,S-02,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0294,cash
O-902295,2026-09-27,S-03,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0295,card
O-902296,2026-09-28,S-01,SKU-1,Apple,Produce,3,1.50,USD,C-0296,cash
O-902297,2026-09-01,S-02,SKU-2,Bread,Bakery,8,3.00,USD,C-0297,card
O-902298,2026-09-02,S-03,SKU-3,Milk,Dairy,9,2.20,USD,C-0298,cash
O-902299,2026-09-03,S-01,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0299,card
O-902300,2026-09-04,S-02,SKU-999,Coffee,Beverages,9,8.99,GBP,C-0300,cash
O-902301,2026-09-05,S-03,SKU-1,Apple,Produce,2,1.50,USD,C-0301,card
O-902302,2026-09-06,S-01,SKU-2,Bread,Bakery,5,3.00,USD,C-0302,cash
O-902303,2026-09-07,S-02,SKU-3,Milk,Dairy,5,2.20,USD,C-0303,card
O-902304,2026-09-08,S-03,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0304,cash
O-902305,2026-09-09,S-01,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0305,card
O-902306,2026-09-10,S-02,SKU-1,Apple,Produce,4,1.50,USD,C-0306,cash
O-902307,2026-09-11,S-03,SKU-2,Bread,Bakery,10,3.00,USD,C-0307,card
O-902308,2026-09-12,S-01,SKU-3,Milk,Dairy,5,2.20,USD,C-0308,cash
O-902309,2026-09-13,S-02,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0309,card
O-902310,2026-09-14,S-03,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0310,cash
O-902311,2026-09-15,S-01,SKU-1,Apple,Produce,4,1.50,USD,C-0311,card
O-902312,2026-09-16,S-02,SKU-2,Bread,Bakery,2,3.00,USD,C-0312,cash
O-902313,2026-09-17,S-03,SKU-3,Milk,Dairy,3,2.20,USD,C-0313,card
O-902314,2026-09-18,S-01,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0314,cash
O-902315,2026-09-19,S-02,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0315,card
O-902316,2026-09-20,S-03,SKU-1,Apple,Produce,3,1.50,USD,C-0316,cash
O-902317,2026-09-21,S-01,SKU-2,Bread,Bakery,12,3.00,USD,C-0317,card
O-902318,2026-09-22,S-02,SKU-3,Milk,Dairy,8,2.20,USD,C-0318,cash
O-902319,2026-09-23,S-03,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0319,card
O-902320,2026-09-24,S-01,SKU-5,Coffee,Beverages,11,,GBP,C-0320,cash
O-902321,2026-09-25,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0321,card
O-902322,2026-09-26,S-03,SKU-2,Bread,Bakery,11,3.00,USD,C-0322,cash
O-902323,2026-09-27,S-01,SKU-3,Milk,Dairy,6,2.20,USD,C-0323,card
O-902324,2026-09-28,S-02,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0324,cash
O-902325,2026-09-01,S-03,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0325,card
O-902326,2026-09-02,S-01,SKU-1,Apple,Produce,9,1.50,USD,C-0326,cash
O-902327,2026-09-03,S-02,SKU-2,Bread,Bakery,9,3.00,USD,C-0327,card
O-902328,2026-09-04,S-03,SKU-3,Milk,Dairy,5,2.20,USD,C-0328,cash
O-902329,2026-09-05,S-01,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0329,card
O-902330,2026-09-06,S-02,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0330,cash
O-902331,2026-09-07,S-03,SKU-1,Apple,Produce,12,1.50,USD,C-0331,card
O-902332,2026-09-08,S-01,SKU-2,Bread,Bakery,12,3.00,USD,C-0332,cash
O-902333,2026-09-09,S-02,SKU-3,Milk,Dairy,12,2.20,USD,C-0333,card
O-902334,2026-09-10,S-03,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0334,cash
O-902335,2026-09-11,S-01,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0335,card
O-902336,2026-09-12,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0336,cash
O-902337,2026-09-13,S-03,SKU-2,Bread,Bakery,9,3.00,USD,C-0337,card
